PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Bastús, NG; Comenge, J; Puntes, V				Bastus, Neus G.; Comenge, Joan; Puntes, Victor			Kinetically Controlled Seeded Growth Synthesis of Citrate-Stabilized Gold Nanoparticles of up to 200 nm: Size Focusing versus Ostwald Ripening	LANGMUIR												Monodisperse citrate-stabilized gold nanoparticles with a uniform quasi-spherical shape of up to similar to 200 rim and a narrow size distribution were synthesized following a kinetically controlled seeded growth strategy via the reduction of HAuCl4 by sodium citrate. The inhibition of any secondary nucleation during homogeneous growth was controlled by adjusting the reaction conditions: temperature, gold precursor to seed particle concentration, and pH. This method presents improved results regarding the traditional Frens method in several aspects: (i) it produces particles of higher monodispersity; (ii) it allows better control of the gold nanoparticle size and size distribution; and (iii) it leads to higher concentrations. Gold nanoparticles synthesized following this method can be further functionalized with a wide variety of molecules, hence this method appears to be a promising candidate for application in the fields of biomedicine, photonics, and electronics, among others.					Puntes, Victor/AAL-6081-2021; G. Bastus, Neus/J-2407-2012; puntes, victor/F-8407-2013	G. Bastus, Neus/0000-0002-3144-7986; puntes, victor/0000-0001-8996-9499; Comenge, Joan/0000-0002-9884-1777													0743-7463					SEP 6	2011	27	17					11098	11105		10.1021/la201938u	http://dx.doi.org/10.1021/la201938u								21728302					WOS:000294373300094
J	Xia, JL; Chen, F; Li, JH; Tao, NJ				Xia, Jilin; Chen, Fang; Li, Jinghong; Tao, Nongjian			Measurement of the quantum capacitance of graphene	NATURE NANOTECHNOLOGY												Graphene has received widespread attention due to its unique electronic properties(1-5). Much of the research conducted so far has focused on electron mobility, which is determined by scattering from charged impurities and other inhomogeneities(6,7). However, another important quantity, the quantum capacitance, has been largely overlooked. Here, we report a direct measurement of the quantum capacitance of graphene as a function of gate potential using a three-electrode electrochemical configuration. The quantum capacitance has a non-zero minimum at the Dirac point and a linear increase on both sides of the minimum with relatively small slopes. Our findings-which are not predicted by theory for ideal graphene-suggest that charged impurities also influences the quantum capacitance. We also measured the capacitance in aqueous solutions at different ionic concentrations, and our results strongly indicate that the long-standing puzzle about the interfacial capacitance in carbon-based electrodes has a quantum origin.					Xia, Jilin/E-5085-2011; Li, Jinghong/JVP-2806-2024; Tao, NJ/B-1628-2008; Li, Jinghong/D-4283-2012	Li, Jinghong/0000-0002-0750-7352													1748-3387	1748-3395				AUG	2009	4	8					505	509		10.1038/NNANO.2009.177	http://dx.doi.org/10.1038/NNANO.2009.177								19662012					WOS:000268942400014
J	Meyers, MA; Vöhringer, O; Lubarda, VA				Meyers, MA; Vöhringer, O; Lubarda, VA			The onset of twinning in metals:: A constitutive description	ACTA MATERIALIA												A constitutive approach is developed that predicts the critical stress for twinning as a function of external (temperature, strain rate) and internal (grain size, stacking-fault energy) parameters. Plastic deformation by slip and twinning are considered as competitive mechanisms. The twinning stress is equated to the slip stress based on the plastic flow by thermally assisted movement of dislocations over obstacles, which leads to successful prediction of the slip-twinning transition. The model is applied to body centered cubic, face centered cubic, and hexagonal metals and alloys: Fe, Cu, brasses, and Ti, respectively. A constitutive expression for the twinning stress in BCC metals is developed using dislocation emission from a source and the formation of pile-ups, as rate-controlling mechanism. Employing an Eshelby-type analysis, the critical size of twin nucleus and twinning stress are correlated to the twin-boundary energy, which is directly related to the stacking-fault energy (SFE) for FCC metals. The effects of grain size and SFE are examined and the results indicate that the grain-scale pile-ups are not the source of the stress concentrations giving rise to twinning in FCC metals. The constitutive description of the slip-twinning transition are incorporated into the Weertman-Ashby deformation mechanism maps, thereby enabling the introduction of a twinning domain. This is illustrated for titanium with a grain size of 100 mum. (C) 2001 Acta Materialia Inc, Published by Elsevier Science Ltd. All rights reserved.					Lubarda, Vlado/AAQ-4104-2020; Meyers, Marc/A-2970-2016	Meyers, Marc/0000-0003-1698-5396													1359-6454					NOV 14	2001	49	19					4025	4039		10.1016/S1359-6454(01)00300-7	http://dx.doi.org/10.1016/S1359-6454(01)00300-7													WOS:000172241100012
J	Witte, F				Witte, Frank			The history of biodegradable magnesium implants: A review	ACTA BIOMATERIALIA					1st Symposium on Degradable Metals for Biomedical Applications held at THERMEC 2009	AUG 25-29, 2009	Berlin, GERMANY					Today, more than 200 years after the first production of metallic magnesium by Sir Humphry Davy in 1808, biodegradable magnesium-based metal implants are currently breaking the paradigm in biomaterial science to develop only highly corrosion resistant metals. This groundbreaking approach to temporary metallic implants is one of the latest developments in biomaterials science that is being rediscovered. It is a challenging topic, and several secrets still remain that might revolutionize various biomedical implants currently in clinical use. Magnesium alloys were investigated as implant materials long ago. A very early clinical report was given in 1878 by the physician Edward C. Huse. He used magnesium wires as ligature for bleeding vessels. Magnesium alloys for clinical use were explored during the last two centuries mainly by surgeons with various clinical backgrounds, such as cardiovascular, musculoskeletal and general surgery. Nearly all patients benefited from the treatment with magnesium implants. Although most patients experienced subcutaneous gas cavities caused by rapid implant corrosion, most patients had no pain and almost no infections were observed during the postoperative follow-up. This review critically summarizes the in vitro and in vivo knowledge and experience that has been reported on the use of magnesium and its alloys to advance the field of biodegradable metals. (C) 2010 Acta Materialia Inc. Published by Elsevier Ltd. All rights reserved.					Witte, Frank/AFK-1556-2022; Witte, Frank/D-9294-2014	Witte, Frank/0000-0001-9154-6217													1742-7061					MAY	2010	6	5					1680	1692		10.1016/j.actbio.2010.02.028	http://dx.doi.org/10.1016/j.actbio.2010.02.028								20172057					WOS:000277847500002
J	Huang, H; Yin, SC; Nazar, LF				Huang, H; Yin, SC; Nazar, LF			Approaching theoretical capacity of LiFePO<sub>4</sub> at room temperature at high rates	ELECTROCHEMICAL AND SOLID STATE LETTERS												Nanocomposites of LiFePO4 and conductive carbon were prepared by two different methods which lead to enhanced electrochemical accessibility of the Fe redox centers in this insulating material. Method A employs a composite of the phosphate with a carbon xerogel formed from a resorcinol-formaldehyde precursor; method B uses surface-oxidized carbon particles to act as a nucleating agent for phosphate growth. Both particle size minimization and intimate carbon contact are necessary to optimize electrochemical performance. Although both methods succeed for the first criteria, the latter is best achieved with method A, affording excellent characteristics in room temperature, liquid electrolyte cells. The resultant LiFePO4 /C composite achieves 90% theoretical capacity at C/2, with very good rate capability and excellent stability. (C) 2001 The Electrochemical Society.					Nazar, Linda/H-2736-2014	Nazar, Linda/0000-0002-3314-8197													1099-0062					OCT	2001	4	10					A170	A172		10.1149/1.1396695	http://dx.doi.org/10.1149/1.1396695													WOS:000170903900005
J	Agnew, SR; Duygulu, Ö				Agnew, SR; Duygulu, Ö			Plastic anisotropy and the role of non-basal slip in magnesium alloy AZ31B	INTERNATIONAL JOURNAL OF PLASTICITY					International Symposium on Plasticity	JUL 07-10, 2003	Quebec City, CANADA					Mechanistic explanations for the plastic behavior of a wrought magnesium alloy are developed using a combination of experimental and simulation techniques. Parameters affecting the practical sheet formability, such as strain hardening rate, strain rate sensitivity, the degree of anisotropy, and the stresses and strains at fracture, are examined systematically by conducting tensile tests of variously oriented samples at a range of temperatures (room temperature to 250 degreesC and strain rates (10(-5)-0.1s(-1)). Polycrystal plasticity simulations are used to model the observed anisotropy and texture evolution. Strong in-plane anisotropy observed at low temperatures is attributed to the initial texture and the greater than anticipated non-basal cross-slip of dislocations with dropadrop type Burgers vectors. The agreement between the measured and simulated anisotropy and texture is further validated by direct observations of the dislocation microstructures using transmission electron microscopy. The increase in the ductility with temperature is accompanied by a decrease in the flow stress, an increase in the strain rate sensitivity, and a decrease in the normal anisotropy. Polycrystal simulations indicate that an increased activity of non-basal, dropc + adrop, dislocations provides a self-consistent explanation for the observed changes in the anisotropy with increasing temperature. (C) 2004 Elsevier Ltd. All rights reserved.					Duygulu, Ozgur/A-9076-2015	Duygulu, Ozgur/0000-0001-8646-0363													0749-6419	1879-2154					2005	21	6					1161	1193		10.1016/j.ijplas.2004.05.018	http://dx.doi.org/10.1016/j.ijplas.2004.05.018													WOS:000227141000005
J	Gartner, E				Gartner, E			Industrially interesting approaches to "low-CO<sub>2</sub>" cements	CEMENT AND CONCRETE RESEARCH					Symposium on the Role of Cement Science in Sustainable Development	SEP 04, 2003	Dundee Univ, Dundee, SCOTLAND		Dundee Univ			This article discusses the practicality of replacing portland cements with alternative hydraulic cements that could result in lower total CO2 emissions per unit volume of concrete of equivalent performance. Currently, the cement industry is responding rapidly to the perceived societal need for reduced CO2 emissions by increasing the production of blended portland cements using supplementary cementitious materials that are principally derived from industrial by-products, such as blast-furnace slags and coal combustion fly ashes. However, the supplies of such by-products of suitable quality are limited. An alternative solution is to use natural pozzolans, although they must still be activated either by portland cement or lime or by alkali silicates or hydroxides, the production of all of which still involves significant CO2 emissions. Moreover, concretes based on activated pozzolans often require curing at elevated temperatures, which significantly limits their field of application. The most promising alternative cementing systems for general concrete applications at ambient temperatures currently appear to be those based at least in part on calcium sulfates, the availability of which is increasing due to the widespread implementation of sulfur dioxide emission controls. These include calcium sulfoaluminate-belite-ferrite cements of the type developed in China under the generic name "Third Cement Series" (TCS) and other similar systems that make good use of the potential synergies among calcium sulfate, calcium silicate and calcium aluminate hydrates. However, a great deal more research is required to solve significant unresolved processing and reactivity questions and to establish the durability of concretes made from such cements. If we are to use these potentially more CO2-efficient technologies on a large enough scale to have a significant global impact, we will also have to develop the performance data needed to justify changes to construction codes and standards. (C) 2004 Elsevier Ltd. All rights reserved.					Gartner, Ellis/P-9420-2015	Gartner, Ellis/0000-0002-4009-8466													0008-8846	1873-3948				SEP	2004	34	9					1489	1498		10.1016/j.cemconres.2004.01.021	http://dx.doi.org/10.1016/j.cemconres.2004.01.021													WOS:000224101200003
J	Giovannetti, G; Khomyakov, PA; Brocks, G; Kelly, PJ; van den Brink, J				Giovannetti, Gianluca; Khomyakov, Petr A.; Brocks, Geert; Kelly, Paul J.; van den Brink, Jeroen			Substrate-induced band gap in graphene on hexagonal boron nitride:: <i>Ab initio</i> density functional calculations	PHYSICAL REVIEW B												We determine the electronic structure of a graphene sheet on top of a lattice-matched hexagonal boron nitride (h-BN) substrate using ab initio density functional calculations. The most stable configuration has one carbon atom on top of a boron atom, and the other centered above a BN ring. The resulting inequivalence of the two carbon sites leads to the opening of a gap of 53 meV at the Dirac points of graphene and to finite masses for the Dirac fermions. Alternative orientations of the graphene sheet on the BN substrate generate similar band gaps and masses. The band gap induced by the BN surface can greatly improve room temperature pinch-off characteristics of graphene-based field effect transistors.					Giovannetti, Gianluca/L-4339-2013; van den Brink, Jeroen/Y-3931-2019; Brocks, Geert/B-7919-2015; Khomyakov, Petr/L-4550-2013; van den Brink, Jeroen/E-5670-2011; Kelly, Paul/G-4210-2010	van den Brink, Jeroen/0000-0001-6594-9610; Kelly, Paul/0000-0001-9040-1868													1098-0121					AUG	2007	76	7							073103	10.1103/PhysRevB.76.073103	http://dx.doi.org/10.1103/PhysRevB.76.073103													WOS:000249155300003
J	Taylor, J; Guo, H; Wang, J				Taylor, J; Guo, H; Wang, J			<i>Ab initio</i> modeling of open systems:: Charge transfer, electron conduction, and molecular switching of a C<sub>60</sub> device -: art. no. 121104	PHYSICAL REVIEW B												We present an ab initio analysis of electron conduction through a C-60 molecular device. Charge transfer from the device electrodes to the molecular region is found to play a crucial role in aligning the lowest unoccupied molecular orbital of the C-60 to the Fermi level of the electrodes. This alignment induces a substantial device conductance of similar to2.2X(2e(2)/h). A gate potential can inhibit charge transfer, and introduce a conductance gap near E-F, changing the current-voltage characteristics from metallic to semiconducting, thereby producing a field-effect molecular current switch.					Guo, Hong/A-8084-2010; Wang, Jian/C-5872-2008	Wang, Jian/0000-0002-4519-5003													2469-9950	2469-9969				MAR 15	2001	63	12							121104	10.1103/PhysRevB.63.121104	http://dx.doi.org/10.1103/PhysRevB.63.121104													WOS:000167806600004
J	Kirklin, S; Saal, JE; Meredig, B; Thompson, A; Doak, JW; Aykol, M; Rühl, S; Wolverton, C				Kirklin, Scott; Saal, James E.; Meredig, Bryce; Thompson, Alex; Doak, Jeff W.; Aykol, Muratahan; Ruehl, Stephan; Wolverton, Chris			The Open Quantum Materials Database (OQMD): assessing the accuracy of DFT formation energies	NPJ COMPUTATIONAL MATERIALS												The Open Quantum Materials Database (OQMD) is a high-throughput database currently consisting of nearly 300,000 density functional theory (DFT) total energy calculations of compounds from the Inorganic Crystal Structure Database (ICSD) and decorations of commonly occurring crystal structures. To maximise the impact of these data, the entire database is being made available, without restrictions, at www.oqmd.org/download. In this paper, we outline the structure and contents of the database, and then use it to evaluate the accuracy of the calculations therein by comparing DFT predictions with experimental measurements for the stability of all elemental ground-state structures and 1,670 experimental formation energies of compounds. This represents the largest comparison between DFT and experimental formation energies to date. The apparent mean absolute error between experimental measurements and our calculations is 0.096 eV/atom. In order to estimate how much error to attribute to the DFT calculations, we also examine deviation between different experimental measurements themselves where multiple sources are available, and find a surprisingly large mean absolute error of 0.082 eV/atom. Hence, we suggest that a significant fraction of the error between DFT and experimental formation energies may be attributed to experimental uncertainties. Finally, we evaluate the stability of compounds in the OQMD (including compounds obtained from the ICSD as well as hypothetical structures), which allows us to predict the existence of similar to 3,200 new compounds that have not been experimentally characterised and uncover trends in material discovery, based on historical data available within the ICSD.					Wolverton, Christopher/B-7542-2009; Saal, James/L-8963-2017; Doak, Jeff/P-1366-2014	Saal, James/0000-0003-0935-158X; Doak, Jeff/0000-0001-8576-7304														2057-3960					2015	1								15010	10.1038/npjcompumats.2015.10	http://dx.doi.org/10.1038/npjcompumats.2015.10													WOS:000427385800002
J	Liu, HT; Liu, YQ; Zhu, DB				Liu, Hongtao; Liu, Yunqi; Zhu, Daoben			Chemical doping of graphene	JOURNAL OF MATERIALS CHEMISTRY												Recently, a lot of effort has been focused on improving the performance and exploring the electric properties of graphene. This article presents a summary of chemical doping of graphene aimed at tuning the electronic properties of graphene. p-Type and n-type doping of graphene achieved through surface transfer doping or substitutional doping and their applications based on doping are reviewed. Chemical doping for band gap tuning in graphene is also presented. It will be beneficial to designing high performance electronic devices based on chemically doped graphene.					Liu, Yunqi/ADC-5428-2022; Zhu, Daoben/ABF-5852-2021	Liu, Hongtao/0000-0003-0500-7204													0959-9428	1364-5501					2011	21	10					3335	3345		10.1039/c0jm02922j	http://dx.doi.org/10.1039/c0jm02922j													WOS:000287585300009
J	Oostinga, JB; Heersche, HB; Liu, XL; Morpurgo, AF; Vandersypen, LMK				Oostinga, Jeroen B.; Heersche, Hubert B.; Liu, Xinglan; Morpurgo, Alberto F.; Vandersypen, Lieven M. K.			Gate-induced insulating state in bilayer graphene devices	NATURE MATERIALS												The potential of graphene-based materials consisting of one or a few layers of graphite for integrated electronics originates from the large room-temperature carrier mobility in these systems (similar to 10,000 cm(2) V-1 s(-1)). However, the realization of electronic devices such as field-effect transistors will require controlling and even switching offthe electrical conductivity by means of gate electrodes, which is made difficult by the absence of a bandgap in the intrinsic material. Here, we demonstrate the controlled induction of an insulating state-with large suppression of the conductivity-in bilayer graphene, by using a double-gate device configuration that enables an electric field to be applied perpendicular to the plane. The dependence of the resistance on temperature and electric field, and the absence of any effect in a single-layer device, strongly suggest that the gate-induced insulating state originates from the recently predicted opening of a bandgap between valence and conduction bands.					Oostinga, Jeroen/N-1933-2015														1476-1122					FEB	2008	7	2					151	157		10.1038/nmat2082	http://dx.doi.org/10.1038/nmat2082								18059274					WOS:000252673000023
J	Talapin, DV; Rogach, AL; Kornowski, A; Haase, M; Weller, H				Talapin, DV; Rogach, AL; Kornowski, A; Haase, M; Weller, H			Highly luminescent monodisperse CdSe and CdSe/ZnS nanocrystals synthesized in a hexadecylamine-trioctylphosphine oxide-trioctylphospine mixture	NANO LETTERS												Highly monodisperse CdSe nanocrystals were prepared in a three-component hexadecylamine-trioctylphosphine oxide-trioctylphosphine (HDA-TOPO-TOP) mixture. This modification of the conventional organometallic synthesis of Use nanocrystals in TOPO-TOP provides much better control over growth dynamics, resulting in the absence of defocusing of the particle size distribution during growth. The room-temperature quantum efficiency of the band edge luminescence of CdSe nanocrystals can be improved to 40-60% by surface passivation with inorganic (ZnS) or organic (alkylamines) shells.					Rogach, Andrey/H-9192-2017; Weller, Horst/B-5715-2014	Haase, Markus/0000-0002-9686-8810													1530-6984					APR	2001	1	4					207	211		10.1021/nl0155126	http://dx.doi.org/10.1021/nl0155126								35897166					WOS:000173708300010
J	Yu, W; Choi, SUS				Yu, W; Choi, SUS			The role of interfacial layers in the enhanced thermal conductivity of nanofluids: A renovated Maxwell model	JOURNAL OF NANOPARTICLE RESEARCH												Nanofluids, a new class of solid/liquid suspensions, offer scientific challenges because their measured thermal conductivity is one order of magnitude greater than predictions. It has long been known that liquid molecules close to a solid surface form layered solid-like structures, but little is known about the connection between this nanolayer and the thermal properties of the suspensions. Here, we have modified the Maxwell equation for the effective thermal conductivity of solid/liquid suspensions to include the effect of this ordered nanolayer. Because this ordered nanolayer has a major impact on nanofluid thermal conductivity when the particle diameter is less than 10 nm, a new direction is indicated for development of next-generation coolants.																			1388-0764	1572-896X				APR	2003	5	1-2					167	171		10.1023/A:1024438603801	http://dx.doi.org/10.1023/A:1024438603801													WOS:000183704000020
J	Miracle, DB				Miracle, DB			Metal matrix composites - From science to technological significance	COMPOSITES SCIENCE AND TECHNOLOGY												Over the past two decades - a period coinciding with publication of Composites Science and Technology - metal matrix composites (MMCs) have been transformed from a topic of scientific and intellectual interest to a material of broad technological and commercial significance. The worldwide MMC markets in 1999 accounted for 2500 metric tons valued at over $100M. Important MMC applications in the ground transportation (auto and rail), thermal management, aerospace, industrial, recreational and infrastructure industries have been enabled by functional properties that include high structural efficiency, excellent wear resistance, and attractive thermal and electrical characteristics. A suite of challenging technical issues has been overcome, including affordable primary and secondary processing, material design and development methodologies, and characterization and control of interfacial properties. This article describes the technological features that characterize the MMC industry. Matrix/reinforcement systems and primary and secondary processes of commercial significance will be broadly described. Several metrics that underscore the growing maturity of the MMC industry will be discussed, including the emergence of a second tier support industry and the growth of standardized materials and methods. MMC applications in the major markets of ground transportation, thermal management, aerospace, industrial, recreational and infrastructure will be described. Successful commercialization strategies will be discussed and insights for achieving expanded MMC applications will be given. A forward look at candidate approaches for the next generation of MMCs will be provided, including projections of new MMC paradigms. Published by Elsevier Ltd.						Miracle, Daniel/0000-0002-7473-0351													0266-3538	1879-1050				DEC	2005	65	15-16			SI		2526	2540		10.1016/j.compscitech.2005.05.027	http://dx.doi.org/10.1016/j.compscitech.2005.05.027													WOS:000233076100021
J	Abraham, J; Vasu, KS; Williams, CD; Gopinadhan, K; Su, Y; Cherian, CT; Dix, J; Prestat, E; Haigh, SJ; Grigorieva, IV; Carbone, P; Geim, AK; Nair, RR				Abraham, Jijo; Vasu, Kalangi S.; Williams, Christopher D.; Gopinadhan, Kalon; Su, Yang; Cherian, Christie T.; Dix, James; Prestat, Eric; Haigh, Sarah J.; Grigorieva, Irina V.; Carbone, Paola; Geim, Andre K.; Nair, Rahul R.			Tunable sieving of ions using graphene oxide membranes	NATURE NANOTECHNOLOGY												Graphene oxide membranes show exceptional molecular permeation properties, with promise for many applications(1-5). However, their use in ion sieving and desalination technologies is limited by a permeation cutoff of similar to 9 angstrom (ref. 4), which is larger than the diameters of hydrated ions of common salts(4,6). The cutoff is determined by the interlayer spacing (d) of similar to 13.5 angstrom, typical for graphene oxide laminates that swell in water(2,4). Achieving smaller d for the laminates immersed in water has proved to be a challenge. Here, we describe how to control d by physical confinement and achieve accurate and tunable ion sieving. Membranes with d from similar to 9.8 angstrom to 6.4 angstrom are demonstrated, providing a sieve size smaller than the diameters of hydrated ions. In this regime, ion permeation is found to be thermally activated with energy barriers of similar to 10-100 kJ mol(-1) depending on d. Importantly, permeation rates decrease exponentially with decreasing sieve size but water transport is weakly affected (by a factor of <2). The latter is attributed to a low barrier for the entry of water molecules and large slip lengths inside graphene capillaries. Building on these findings, we demonstrate a simple scalable method to obtain graphene-based membranes with limited swelling, which exhibit 97% rejection for NaCl.					Carbone, Paola/AAJ-4977-2021; Kalon, Gopinadhan/K-3698-2012; Grigorieva, Irina/ACA-8740-2022; Nair, Rahul/Z-1566-2019; Geim, Andre/J-7888-2012; Cherian, Christie/G-8889-2012; Carbone, Paola/P-5607-2015; Prestat, Eric/K-8515-2017; Haigh, Sarah/D-1309-2014	Carbone, Paola/0000-0001-9927-8376; Cherian, Christie Thomas/0000-0002-2335-9329; Kalon, Gopinadhan/0000-0001-8137-1521; SU, YANG/0000-0002-7042-0524; Prestat, Eric/0000-0003-1340-0970; Haigh, Sarah/0000-0001-5509-6706; Grigorieva, Irina/0000-0001-5991-7778													1748-3387	1748-3395				JUN	2017	12	6					546	+		10.1038/NNANO.2017.21	http://dx.doi.org/10.1038/NNANO.2017.21								28369049					WOS:000402769100012
J	Katsnelson, MI				Katsnelson, Mikhail I.			Graphene: carbon in two dimensions	MATERIALS TODAY												Carbon is one of the most intriguing elements in the Periodic Table. It forms many allotropes, some known from ancient times (diamond and graphite) and some discovered 10-20 years ago (fullerenes and nanotubes). Interestingly, the two-dimensional form (graphene) was only obtained very recently, immediately attracting a great deal of attention. Electrons in graphene, obeying a linear dispersion relation, behave like massless relativistic particles. This results in the observation of a number of very peculiar electronic properties - from an anomalous quantum Hall effect to the absence of localization - in this, the first two-dimensional material. It also provides a bridge between condensed matter physics and quantum electrodynamics, and opens new perspectives for carbon-based electronics.					Katsnelson, Mikhail/D-4359-2012														1369-7021	1873-4103				JAN-FEB	2007	10	1-2					20	27		10.1016/S1369-7021(06)71788-6	http://dx.doi.org/10.1016/S1369-7021(06)71788-6													WOS:000243253700017
J	Togo, A; Oba, F; Tanaka, I				Togo, Atsushi; Oba, Fumiyasu; Tanaka, Isao			Transition pathway of CO<sub>2</sub> crystals under high pressures	PHYSICAL REVIEW B												The pressure-induced transitions from molecular to nonmolecular CO2 crystals are systematically investigated by using first-principles lattice dynamics calculations. Geometrically, likely transition pathways are derived from the dynamical instability of the molecular crystals under high pressures. Layered CO2 crystals composed of a two-dimensional network of coiner-sharing CO4 tetrahedra are proposed as metastable products of high-pressure phases obtained through the transition pathways. The layered crystals are similar to phase VI in geometry and Raman spectrum.					TOGO, Atsushi/D-1080-2017; Oba, Fumiyasu/J-9723-2014; Tanaka, Isao/B-5941-2009	Oba, Fumiyasu/0000-0001-7178-5333; Tanaka, Isao/0000-0002-4616-118X													2469-9950	2469-9969				MAY	2008	77	18							184101	10.1103/PhysRevB.77.184101	http://dx.doi.org/10.1103/PhysRevB.77.184101													WOS:000256885300026
J	Bale, CW; Bélisle, E; Chartrand, P; Decterov, SA; Eriksson, G; Gheribi, AE; Hack, K; Jung, IH; Kang, YB; Melançon, J; Pelton, AD; Petersen, S; Robelin, C; Sangster, J; Spencer, P; Van Ende, MA				Bale, C. W.; Belisle, E.; Chartrand, P.; Decterov, S. A.; Eriksson, G.; Gheribi, A. E.; Hack, K.; Jung, I. -H.; Kang, Y. -B.; Melancon, J.; Pelton, A. D.; Petersen, S.; Robelin, C.; Sangster, J.; Spencer, P.; Van Ende, M-A.			FactSage thermochemical software and databases, 2010-2016	CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY												The FactSage computer package consists of a series of information, calculation and manipulation modules that enable one to access and manipulate compound and solution databases. With the various modules running under Microsoft Windows (R) one can perform a wide variety of thermochemical calculations and generate tables, graphs and figures of interest to chemical and physical metallurgists, chemical engineers, corrosion engineers, inorganic chemists, geochemists, ceramists, electrochemists, environmentalists, etc. This paper presents a summary of the developments in the FactSage thermochemical software and databases during the last six years. Particular emphasis is placed on the new databases and developments in calculating and manipulating phase diagrams. (C) 2016 The Authors. Published by Elsevier Ltd.					Kang, Youn-Bae/AAU-5544-2021; Gheribi, Aimen.E./AAQ-6998-2020; Van Ende, Marie-Aline/E-4990-2010; Jung, In-Ho/H-6838-2018	Jung, In-Ho/0000-0002-9744-7276; Van Ende, Marie-Aline/0009-0008-2699-3131; Petersen, Stephan/0000-0001-8456-9189													0364-5916	1873-2984				SEP	2016	54						35	53		10.1016/j.calphad.2016.05.002	http://dx.doi.org/10.1016/j.calphad.2016.05.002													WOS:000383301400003
J	Li, XS; Cai, WW; Colombo, L; Ruoff, RS				Li, Xuesong; Cai, Weiwei; Colombo, Luigi; Ruoff, Rodney S.			Evolution of Graphene Growth on Ni and Cu by Carbon Isotope Labeling	NANO LETTERS												Large-area graphene growth is required for the development and production of electronic devices. Recently, chemical vapor deposition (CVD) of hydrocarbons has shown some promise in growing large-area graphene or few-layer graphene films on metal substrates such as Ni and Cu. It has been proposed that CVD growth of graphene on Ni occurs by a C segregation or precipitation process whereas graphene on Cu grows by a surface adsorption process. Here we used carbon isotope labeling in conjunction with Raman spectroscopic mapping to track carbon during the growth process. The data clearly show that at high temperatures sequentially introduced isotopic carbon diffuses into the Ni first, mixes, and then segregates and precipitates at the surface of Ni forming graphene and/or graphite with a uniform mixture of C-12 and C-13 as determined by the peak position of the Raman G-band peak. On the other hand, graphene growth on Cu is clearly by surface adsorption where the spatial distribution of C-12 and C-13 follows the precursor time sequence and the linear growth rate ranges from about 1 to as high as 6 mu m/min depending upon Cu grain orientation. This data is critical in guiding the graphene growth process as we try to achieve the highest quality graphene for electronic devices.					Ruoff, Rodney/B-7605-2009; Colombo, Luigi/T-4677-2018	Colombo, Luigi/0000-0002-9048-3565													1530-6984	1530-6992				DEC	2009	9	12					4268	4272		10.1021/nl902515k	http://dx.doi.org/10.1021/nl902515k								19711970					WOS:000272395400053
J	Mercelis, P; Kruth, JP				Mercelis, Peter; Kruth, Jean-Pierre			Residual stresses in selective laser sintering and selective laser melting	RAPID PROTOTYPING JOURNAL					2005 Solid Freeform Fabrication Symposium (SFFS)	AUG 06-08, 2005	Austin, TX					Purpose - This paper presents an investigation into residual stresses in selective laser sintering (SLS) and selective laser melting (SLM), aiming at a better understanding of this phenomenon. Design/methodology/approach - First, the origin of residual stresses is explored and a simple theoretical model is developed to predict residual stress distributions. Next, experimental methods are used to measure the residual stress profiles in a set of test samples produced with different process parameters. Findings - Residual stresses are found to be very large in SLM parts. In general, the residual stress profile consists of two zones of large tensile stresses at the top and bottom of the part, and a large zone of intermediate compressive stress in between. The most important parameters determining the magnitude and shape of the residual stress profiles are the material properties, the sample and substrate height, the laser scanning strategy and the heating conditions. Research limitations/implications - All experiments were conducted on parts produced from stainless steel powder (316L) and quantitative results cannot be simply extrapolated to other materials. However, most qualitative results can still be generalized. Originality/value - This paper can serve as an aid in understanding the importance of residual stresses in SLS/SLM and other additive manufacturing processes involving a localized heat input. Some of the conclusions can be used to avoid problems associated with residual stresses.																			1355-2546	1758-7670					2006	12	5					254	265		10.1108/13552540610707013	http://dx.doi.org/10.1108/13552540610707013													WOS:000242521000003
